response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
19505,CES201802,1402,can,lampenkap,lampenkap,lampshade,use can as lampshade,use can as lampshade,3,4
20681,CES201802,1538,can,als lampenkapje ,lampenkapje,lampshade,use can as lampshade,use can as lampshade,3,4
20743,CES201802,1549,can,lampenkapje,lampenkapje,lampshade,use can as lampshade,use can as lampshade,3,4
23524,CES201802,1905,can,lampenkapje,lampenkapje,lampshade,use can as lampshade,use can as lampshade,3,4
19331,CES201802,1376,can,lampion,lampion,Lampion,use can as Lampion,use can as Lampion,3,4
19620,CES201802,1418,can,lampion,lampion,Lampion,use can as Lampion,use can as Lampion,3,4
19907,CES201802,1447,can,lampion,lampion,Lampion,use can as Lampion,use can as Lampion,3,4
20075,CES201802,1466,can,Lampion,lampion,Lampion,use can as Lampion,use can as Lampion,3,4
23379,CES201802,1888,can,lampion ,lampion,Lampion,use can as Lampion,use can as Lampion,3,4
19618,CES201802,1418,can,lampje,lampje,lamp,use can as lamp,use can as lamp,3,4
19679,CES201802,1420,can,lampje,lampje,lamp,use can as lamp,use can as lamp,3,4
22667,CES201802,1805,can,lampje,lampje,lamp,use can as lamp,use can as lamp,3,4
23373,CES201802,1888,can,lampje in doen,lampje,lamp,use can as lamp,use can as lamp,3,4
21736,CES201802,1682,can,lap,lap,lap,use can as lap,use can as lap,4,1
21397,CES201802,1640,can,laten vallen,laten vallen,drop,use can as drop,use can as drop,2,3
22703,CES201802,1809,can,laten vallen ,laten vallen,drop,use can as drop,use can as drop,2,3
18580,CES201802,1289,can,lawaai maken op koningsnacht,lawaai koningsnacht,noise king's night,use can as noise king's night,use can as noise king's night,3,4
22921,CES201802,1835,can,leeg,leeg,empty,use can as empty,use can as empty,1,5
23020,CES201802,1846,can,leeg,leeg,empty,use can as empty,use can as empty,1,5
20964,CES201802,1572,can,leegdrinken,leegdrinken,drink it down,use can as drink it down,use can as drink it down,1,5
22418,CES201802,1774,can,leegdrinken,leegdrinken,drink it down,use can as drink it down,use can as drink it down,1,5
22735,CES201802,1812,can,leegdrinken,leegdrinken,drink it down,use can as drink it down,use can as drink it down,1,5
23168,CES201802,1864,can,legen,legen,empty,use can as empty,use can as empty,1,5
21752,CES201802,1684,can,lek opvangen,lek opvangen,catch leak,use can as catch leak,use can as catch leak,2,4
21813,CES201802,1692,can,lepel van maken,lepel,spoon,use can as spoon,use can as spoon,3,3
23132,CES201802,1859,can,lepel,lepel,spoon,use can as spoon,use can as spoon,3,3
19309,CES201802,1372,can,Een leuk beeldje van maken,leuk beeldje,nice statue,use can as nice statue,use can as nice statue,3,3
20823,CES201802,1559,can,voor leuk geluid ,leuk geluid,nice sound,use can as nice sound,use can as nice sound,3,3
22559,CES201802,1790,can,leunen ,leunen,lean,use can as lean,use can as lean,3,3
21655,CES201802,1671,can,licht van de zon mee reflecteren om mensen te seinen,licht zon reflecteren mensen seinen,light sun reflect people signals,use can as light sun reflect people signals,use can as light sun reflect people signals,5,4
22550,CES201802,1789,can,lichtgewicht anker,lichtgewicht anker,lightweight anchor,use can as lightweight anchor,use can to lightweight anchor,3,4
22400,CES201802,1771,can,om lichtjes in te doen,lichtjes,lights,use can as lights,use can as lights,3,4
20682,CES201802,1538,can,om een lichtsnoer van de maken,lichtsnoer,string of lights,use can as string of lights,use can as string of lights,4,3
21751,CES201802,1684,can,met lijn verbinden voor praten,lijn verbinden praten,line connect talk,use can as line connect talk,use can as line connect talk,2,4
20332,CES201802,1498,can,lijst,lijst,list,use can as list,use can as list,4,3
20334,CES201802,1498,can,lipje,lipje,tab,use can as tab,use can as tab,1,5
20374,CES201802,1505,can,lipje,lipje,tab,use can as tab,use can as tab,1,5
22359,CES201802,1766,can,lipje,lipje,tab,use can as tab,use can as tab,1,5
18887,CES201802,1321,can,lipje er af halen en om je sleutelbos doen,lipje af halen sleutelbos,Remove tab key ring,use can as Remove tab key ring,use can as Remove tab key ring,3,5
21074,CES201802,1592,can,lipje afbreken,lipje afbreken,break off lip,use can as break off lip,use can as break off lip,2,4
22054,CES201802,1728,can,het lipje afbreken en aan je sleutelbos doen,lipje afbreken sleutelbos,break off tab key ring,use can as break off tab key ring,use can as break off tab key ring,3,5
21075,CES201802,1592,can,lipje in het blikje doen,lipje blikje,lip can,use can as lip can,use can as lip can,2,4
22786,CES201802,1820,can,lipje van blikje,lipje blikje,lip can,use can as lip can,use can as lip can,2,4
20500,CES201802,1516,can,het lipje van een blikje gebruiken voor sieraden,lipje blikje sieraden,tab tin jewelry,use can as tab tin jewelry,use can as tab tin jewelry,3,4
19445,CES201802,1397,can,lipje als blikopener,lipje blikopener,can opener tab,use can as can opener tab,use can as can opener tab,3,4
20965,CES201802,1572,can,het lipje eraf halen,lipje eraf halen,remove tab,use can as remove tab,use can as remove tab,2,4
22911,CES201802,1835,can,lipje ketting,lipje ketting,tab chain,use can as tab chain,use can as tab chain,3,4
19844,CES201802,1442,can,Lipje gebruiken om iets aan vast te maken,lipje vast,tab tight,use can as tab tight,use can as tab tight,2,4
21097,CES201802,1605,can,de lipjes bewaren en als sleutelhanger/ketting/o.i.d. gebruiken,lipjes bewaren sleutelhanger ketting,tabs store keychain necklace,use can as tabs store keychain necklace,use can as tabs store keychain necklace,3,5
21881,CES201802,1703,can,van de lipjes een ketting maken,lipjes ketting,tab chain,use can as tab chain,use can as tab chain,3,4
23151,CES201802,1862,can,de lipjes gebruiken voor kleding of voorwerpen,lipjes kleding voorwerpen,tabs clothing objects,use can as tabs clothing objects,use can as tabs clothing objects,3,4
21184,CES201802,1616,can,Van de lipjes iets rijgen,lipjes rijgen,stringing tabs,use can as stringing tabs,use can as stringing tabs,3,4
19151,CES201802,1351,can,De lipjes kunnen in sieraden verwerkt worden,lipjes sieraden verwerkt,jewelry process tabs,use can as jewelry process tabs,use can as jewelry process tabs,3,4
23381,CES201802,1888,can,lipjes verzamelen,lipjes verzamelen,collect tabs,use can as collect tabs,use can as collect tabs,3,4
22604,CES201802,1797,can,Liquide in doen,liquide,liquid,use can as liquid,use can as liquid,1,5
19376,CES201802,1384,can,loep,loep,loupe,use can as loupe,use can as loupe,5,2
19089,CES201802,1342,can,lopen op blikjes,lopen blikjes,walking cans,use can as walking cans,use can as walking cans,2,2
19576,CES201802,1411,can,om op te lopen net als bij de kleuters van die vage stelten,lopen net kleuters vage stelten,they walk like toddlers on vague stilts,use can as they walk like toddlers on vague stilts,use can as they walk like toddlers on vague stilts,3,3
21863,CES201802,1699,can,luidspreker,luidspreker,speaker,use can as speaker,use can as speaker,2,4
21880,CES201802,1703,can,luidspreker,luidspreker,speaker,use can as speaker,use can as speaker,2,4
22895,CES201802,1832,can,maak er een lampje van,maak lampje,make light,use can as make light,use can to make light,3,4
18597,CES201802,1287,can,maatbeker,maatbeker,measuring cup,use can as measuring cup,use can as measuring cup,2,5
18805,CES201802,1310,can,gebruiken als maatbeker,maatbeker,measuring cup,use can as measuring cup,use can as measuring cup,2,5
22379,CES201802,1766,can,mais,mais,corn,use can as corn,use can as corn,1,5
18526,CES201802,1280,can,make-up ,make up,make up,use can as make up,use can to make up,2,5
18867,CES201802,1317,can,make up houder,Make up houder,Make up holder,use can as Make up holder,use can as Make up holder,2,5
21290,CES201802,1629,can,makeupkwast houder,make up kwast houder,make up brush holder,use can as make up brush holder,use can to make up brush holder,2,5
22184,CES201802,1746,can,makeupkwasten houder ,make up kwasten houder,make up brush holder,use can as make up brush holder,use can to make up brush holder,2,5
22937,CES201802,1837,can,make-up kwasten houder,make up kwasten houder,make up brush holder,use can as make up brush holder,use can to make up brush holder,2,5
19396,CES201802,1386,can,Make-up remover beker met watjes erin,make up remover beker watjes erin,make up remover cup of cotton wool in it,use can as make up remover cup of cotton wool in it,use can to make up remover cup of cotton wool in it,2,5
21955,CES201802,1714,can,malienkolder,maliënkolder,chain mail,use can as chain mail,use can as chain mail,5,3
23344,CES201802,1886,can,mandarijn,mandarijn,mandarine,use can as mandarine,use can as mandarine,1,5
20273.7,CES201802,1493,can, een manier om geluid over te brengen dmvdraa,manier geluid brengen draad,way sound bring wire,use can as way sound bring wire,use can as way sound bring wire,2,4
20274,CES201802,1493,can,Een manier om geluid over te brengen dmv draad,manier geluid brengen draad,way sound bring wire,use can as way sound bring wire,use can as way sound bring wire,2,4
18915,CES201802,1324,can,Iets mee markeren (een plaats),markeren,mark,use can as mark,use can as mark,2,4
22728,CES201802,1813,can,Mascara,mascara,mascara,use can as mascara,use can as mascara,0,0
19611,CES201802,1415,can,materiaal,materiaal,material,use can as material,use can as material,1,3
20183,CES201802,1479,can,materiaal ,materiaal,material,use can as material,use can as material,1,3
21719,CES201802,1681,can,materiaal,materiaal,material,use can as material,use can as material,1,3
19654,CES201802,1421,can,Materiaal voor een fiets,materiaal fiets,bicycle material,use can as bicycle material,use can as bicycle material,3,3
18990,CES201802,1333,can,materiaal voor kunstwerk,materiaal kunstwerk,material artwork,use can as material artwork,use can as material artwork,3,3
22381,CES201802,1768,can,om te gebruiken als materiaal voor een sculptuur,materiaal sculptuur,material sculpture,use can as material sculpture,use can as material sculpture,3,3
19750,CES201802,1429,can,meenemen,meenemen,take,use can as take,use can as take,2,4
23082,CES201802,1854,can,meenemen,meenemen,take,use can as take,use can as take,2,4
18603,CES201802,1292,can,je kan met meerdere blikjes een ketting maken,meerdere blikjes ketting,multiple can chain,use can as multiple can chain,use can as multiple can chain,3,4
18602,CES201802,1292,can,je kan met meerdere blikjes een toren maken,meerdere blikjes toren,multiple can tower,use can as multiple can tower,use can as multiple can tower,2,5
20516,CES201802,1518,can,Meerdere aanelkaar hangen aan deur als een soort bel,meerdere elkaar hangen deur soort bel,several hang together door type bell,use can as several hang together door type bell,use can to several hang together door type bell,3,5
22345,CES201802,1767,can,meetlat,meetlat,measuring stick,use can as measuring stick,use can as measuring stick,3,4
22548.1,CES201802,1789,can,mega,mega,mega,use can as mega,use can as mega,0,0
22767,CES201802,1815,can,megafoon,megafoon,megaphone,use can as megaphone,use can as megaphone,4,3
18728,CES201802,1303,can,melkkannetje,melk kannetje,milk jug,use can as milk jug,use can as milk jug,2,5
19416,CES201802,1391,can,naar mensen gooien,mensen gooien,people throw,use can as people throw,use can as people throw,2,4
20039.5,CES201802,1463,can, merken,merken,notice,use can as notice,use can as notice,0,0
18763,CES201802,1307,can,mes ,mes,knife,use can as knife,use can as knife,3,4
19154,CES201802,1352,can,mes,mes,knife,use can as knife,use can as knife,3,4
19488,CES201802,1400,can,mes,mes,knife,use can as knife,use can as knife,3,4
19691,CES201802,1426,can,mes,mes,knife,use can as knife,use can as knife,3,4
19736,CES201802,1423,can,MES,mes,knife,use can as knife,use can as knife,3,4
19961,CES201802,1453,can,mes,mes,knife,use can as knife,use can as knife,3,4
20204,CES201802,1481,can,mes,mes,knife,use can as knife,use can as knife,3,4
20860,CES201802,1561,can,mes,mes,knife,use can as knife,use can as knife,3,4
21149,CES201802,1610,can,mes,mes,knife,use can as knife,use can as knife,3,4
21157,CES201802,1613,can,mes,mes,knife,use can as knife,use can as knife,3,4
21190,CES201802,1616,can,mes,mes,knife,use can as knife,use can as knife,3,4
21281,CES201802,1628,can,mes,mes,knife,use can as knife,use can as knife,3,4
21405,CES201802,1641,can,mes,mes,knife,use can as knife,use can as knife,3,4
21812,CES201802,1692,can,mes van maken,mes,knife,use can as knife,use can as knife,3,4
21913,CES201802,1708,can,mes,mes,knife,use can as knife,use can as knife,3,4
22385,CES201802,1768,can,als mes,mes,knife,use can as knife,use can as knife,3,4
22437,CES201802,1775,can,mes,mes,knife,use can as knife,use can as knife,3,4
22595,CES201802,1795,can,mes,mes,knife,use can as knife,use can as knife,3,4
22758,CES201802,1814,can,Mes,mes,knife,use can as knife,use can as knife,3,4
23130,CES201802,1859,can,mes,mes,knife,use can as knife,use can as knife,3,4
23191,CES201802,1867,can,mes,mes,knife,use can as knife,use can as knife,3,4
23209,CES201802,1870,can,mes,mes,knife,use can as knife,use can as knife,3,4
23479,CES201802,1899,can,mes,mes,knife,use can as knife,use can as knife,3,4
21493,CES201802,1650,can,mesje,mesje,blade,use can as blade,use can as blade,3,4
20273.2,CES201802,1493,can, metaal,metaal,metal,use can as metal,use can as metal,0,0
20275,CES201802,1493,can,metaal,metaal,metal,use can as metal,use can as metal,0,0
20372,CES201802,1505,can,metaal,metaal,metal,use can as metal,use can as metal,0,0
22848,CES201802,1827,can,metaal,metaal,metal,use can as metal,use can as metal,0,0
22905,CES201802,1835,can,metaal,metaal,metal,use can as metal,use can as metal,0,0
22525,CES201802,1786,can,metaal gebruiken voor opvulling vinkasten surfplank,metaal opvulling vin kasten surfplank,metal padding fin cabinets surfboard,use can as metal padding fin cabinets surfboard,use can as metal padding fin cabinets surfboard,5,3
21828,CES201802,1694,can,metaal gebruiken voor snijden (mes),metaal snijden,cutting metal,use can as cutting metal,use can as cutting metal,3,4
21473,CES201802,1644,can,meubel,meubel,furniture,use can as furniture,use can as furniture,3,3
21963,CES201802,1715,can,meubels van maken,meubels,furniture,use can as furniture,use can as furniture,3,3
22490,CES201802,1783,can,meubels van maken ,meubels,furniture,use can as furniture,use can as furniture,3,3
20765,CES201802,1551,can,meubilair,meubilair,furniture,use can as furniture,use can as furniture,3,3
20554,CES201802,1522,can,microfoon,microfoon,microphone,use can as microphone,use can as microphone,4,2
20971.2,CES201802,1571,can, gebruiken als microfoon,microfoon,microphone,use can as microphone,use can as microphone,4,2
21186,CES201802,1616,can,microfoon,microfoon,microphone,use can as microphone,use can as microphone,4,2
22766,CES201802,1815,can,microfoon,microfoon,microphone,use can as microphone,use can as microphone,4,2
23365,CES201802,1887,can,door midden snijden en het vastbinden met een lang touw en dan met iemand zo praten,midden snijden vastbinden lang touw praten,middle cut tie up long rope talk,use can as middle cut tie up long rope talk,use can to middle cut tie up long rope talk,2,4
19909,CES201802,1447,can,mierenafschrikker,mieren afschrikken,deter ants,use can as deter ants,use can as deter ants,4,3
22830,CES201802,1826,can,milieu,milieu,environment,use can as environment,use can as environment,0,0
23189,CES201802,1867,can,milieu,milieu,environment,use can as environment,use can as environment,0,0
21013,CES201802,1576,can,milieu vervuiling,milieu vervuiling,Environmental pollution,use can as Environmental pollution,use can as Environmental pollution,2,5
23193,CES201802,1867,can,milieuverviuilng,milieu vervuilling,environmental pollution,use can as environmental pollution,use can as environmental pollution,2,5
20218,CES201802,1483,can,milieuvriendelijk,milieuvriendelijk,environmentally friendly,use can as environmentally friendly,use can as environmentally friendly,2,5
20077,CES201802,1466,can,Minifontijn,mini fontijn,mini fountain,use can as mini fountain,use can as mini fountain,4,3
19354,CES201802,1378,can,mini gasfornuis,mini gasfornuis,mini gas stove,use can as mini gas stove,use can as mini gas stove,3,4
19350.5,CES201802,1378,can, mini gasfornuis met waxine lichtjr,mini gasfornuis waxine lichtje,mini gas stove tea light,use can as mini gas stove tea light,use can as mini gas stove tea light,3,4
20348,CES201802,1500,can,mini knuppel,mini knuppel,mini bat,use can as mini bat,use can as mini bat,3,3
19350.4,CES201802,1378,can, mini pannetje,mini pannetje,mini pan,use can as mini pan,use can as mini pan,3,4
19353,CES201802,1378,can, mini pannetje,mini pannetje,mini pan,use can as mini pan,use can as mini pan,3,4
22545,CES201802,1789,can,minizwembad,minizwembad,mini pool,use can as mini pool,use can as mini pool,3,3
20825,CES201802,1559,can,mobiel van maken ,mobiel,mobile,use can as mobile,use can as mobile,3,2
20176,CES201802,1477,can,mok,mok,mug,use can as mug,use can as mug,2,5
21673,CES201802,1672,can,mooi,mooi,Nice,use can as Nice,use can as Nice,0,0
18922.2,CES201802,1325,can, mooie weerspiegeling,mooie weerspiegeling,beautiful reflection,use can as beautiful reflection,use can as beautiful reflection,3,3
20980,CES201802,1571,can,moord plegen,moord plegen,commit murder,use can as commit murder,use can as commit murder,3,4
20545,CES201802,1523,can,als moord wapen,moord wapen,murder weapon,use can as murder weapon,use can as murder weapon,3,4
19501,CES201802,1402,can,moordwapen,moordwapen,murder weapon,use can as murder weapon,use can as murder weapon,3,4
20639,CES201802,1532,can,moordwapen,moordwapen,murder weapon,use can as murder weapon,use can as murder weapon,3,4
19821,CES201802,1436,can,je kan er een motor geluid mee nadoen,motor geluid nadoen,imitate engine noise,use can as imitate engine noise,use can as imitate engine noise,3,3
19817,CES201802,1438,can,muggenvanger,muggenvanger,mosquito catcher,use can as mosquito catcher,use can as mosquito catcher,3,3
18609,CES201802,1292,can,of een muizenwonen,muizen wonen,mouse home,use can as mouse home,use can as mouse home,3,3
22554,CES201802,1789,can,muizenhuis,muizenhuis,mouse house,use can as mouse house,use can as mouse house,3,3
20564,CES201802,1525,can,muizenvanger,muizenvanger,mouse catcher,use can as mouse catcher,use can as mouse catcher,3,3
18996,CES201802,1332,can,muntje,muntje,coin,use can as coin,use can as coin,4,3
19361,CES201802,1383,can,muts,muts,cap,use can as cap,use can as cap,4,2
19513,CES201802,1404,can,muur,muur,wall,use can as wall,use can as wall,3,3
21245,CES201802,1624,can,muur,muur,wall,use can as wall,use can as wall,3,3
21283,CES201802,1628,can,muur,muur,wall,use can as wall,use can as wall,3,3
21532,CES201802,1658,can,muur maken,muur,wall,use can as wall,use can as wall,3,3
21953,CES201802,1714,can,muur,muur,wall,use can as wall,use can as wall,3,3
22739,CES201802,1812,can,muur,muur,wall,use can as wall,use can as wall,3,3
23351,CES201802,1886,can,muur,muur,wall,use can as wall,use can as wall,3,3
22149,CES201802,1741,can,muur voor bij het bierpong bouwen,muur bier pong bouwen,building beer pong wall,use can as building beer pong wall,use can as building beer pong wall,3,4
20843,CES201802,1560,can,Muur bouwen,muur bouwen,build wall,use can as build wall,use can as build wall,3,3
22598,CES201802,1796,can,door een muur kunnen luisteren,muur luisteren,wall listening,use can as wall listening,use can as wall listening,3,4
23511,CES201802,1903,can,muurbekleding,muurbekleding,wall covering,use can as wall covering,use can as wall covering,3,3
20068,CES201802,1466,can,Muurdecoratie,muurdecoratie,wall decoration,use can as wall decoration,use can as wall decoration,3,3
20816,CES201802,1558,can,muurversiering,muurversiering,wall decoration,use can as wall decoration,use can as wall decoration,3,3
18661,CES201802,1294,can,muziek maken ,muziek,music,use can as music,use can as music,3,4
18885,CES201802,1321,can,muziek maken,muziek,music,use can as music,use can as music,3,4
19132,CES201802,1348,can,muziek,muziek,music,use can as music,use can as music,3,4
19291,CES201802,1370,can,muziek maken,muziek,music,use can as music,use can as music,3,4
19380,CES201802,1384,can,musik maken,muziek,music,use can as music,use can as music,3,4
20760,CES201802,1551,can,MUZIEK,muziek,music,use can as music,use can as music,3,4
21373,CES201802,1638,can,muziek mee maken,muziek,music,use can as music,use can as music,3,4
21463,CES201802,1649,can,muziek mee maken,muziek,music,use can as music,use can as music,3,4
21750,CES201802,1684,can,muziek maken,muziek,music,use can as music,use can as music,3,4
21958,CES201802,1715,can,muziek maken,muziek,music,use can as music,use can as music,3,4
22042,CES201802,1726,can,muziek mee maken,muziek,music,use can as music,use can as music,3,4
22154,CES201802,1741,can,muziek mee maken,muziek,music,use can as music,use can as music,3,4
22558,CES201802,1790,can,muziek maken ,muziek,music,use can as music,use can as music,3,4
23352,CES201802,1886,can,muziek,muziek,music,use can as music,use can as music,3,4
23529,CES201802,1906,can,muziek maken,muziek,music,use can as music,use can as music,3,4
22238,CES201802,1753,can,muziekafspelen,muziek afspelen,playing music,use can as playing music,use can as playing music,3,4
19294,CES201802,1370,can,muziek box,muziek box,music Box,use can as music Box,use can as music Box,3,4
19554,CES201802,1409,can,muziekbox,muziek box,music Box,use can as music Box,use can as music Box,3,4
19350.1,CES201802,1378,can,muziek instrument,muziek instrument,music instrument,use can as music instrument,use can as music instrument,3,4
21023,CES201802,1588,can,muziek instrument,muziek instrument,music instrument,use can as music instrument,use can as music instrument,3,4
21129,CES201802,1609,can,muziek instrument,muziek instrument,music instrument,use can as music instrument,use can as music instrument,3,4
21224,CES201802,1621,can,muziek instrument,muziek instrument,music instrument,use can as music instrument,use can as music instrument,3,4
18576,CES201802,1289,can,muziek make,muziek make,make music,use can as make music,use can to make music,3,4
21191,CES201802,1616,can,muziek versterker,muziek versterker,music amplifier,use can as music amplifier,use can as music amplifier,3,4
18647,CES201802,1295,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
18693,CES201802,1299,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
18730,CES201802,1303,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
18869,CES201802,1318,can,gebruiken als muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
19652,CES201802,1421,can,Muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
20747,CES201802,1549,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
21026,CES201802,1589,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
21144,CES201802,1610,can,muziekinstrument ,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
21588,CES201802,1664,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
21648,CES201802,1670,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
21864,CES201802,1699,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
21882,CES201802,1703,can,gebruiken als muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
22950,CES201802,1839,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
23356,CES201802,1885,can,muziekinstrument,muziekinstrument,musical instrument,use can as musical instrument,use can as musical instrument,3,4
22137,CES201802,1738,can,muziekinstrument als je er iets in deot,muziekinstrument doet,musical instrument,use can as musical instrument,use can as musical instrument,3,4
22349,CES201802,1767,can,muziekinstrument om op te slaan,muziekinstrument slaan,hitting musical instrument,use can as hitting musical instrument,use can as hitting musical instrument,3,4
20904,CES201802,1565,can,muziekinstrument met zand of rijst erin,muziekinstrument zand rijst erin,musical instrument sand rice in it,use can as musical instrument sand rice in it,use can as musical instrument sand rice in it,3,4
20185,CES201802,1479,can,muziekinstrumentje,muziekinstrumentje,musical instrument,use can as musical instrument,use can as musical instrument,3,4
21664,CES201802,1671,can,zo'n ding van maken dat geluid maakt in de wind,n ding geluid maakt wind,One thing that makes sound is wind,use can as One thing that makes sound is wind,use can as One thing that makes sound is wind,3,4
18689.2,CES201802,1299,can, met zo'n draadje ertussen,n draadje ertussen,one wire in between,use can as one wire in between,use can as one wire in between,0,0
21653,CES201802,1671,can,zo'n gas vuurtje van maken,n gas vuurtje,gas fire,use can as gas fire,use can as gas fire,3,4
21661,CES201802,1671,can,naaikitje in maken,naaikistje,sewing box,use can as sewing box,use can as sewing box,3,4
23533,CES201802,1906,can,naschilderen,naschilderen,repaint,use can as repaint,use can as repaint,3,4
21171,CES201802,1615,can,nee sorry flauwe grap oke even serieus in een blikje kan ook cola,nee sorry flauwe grap oké even serieus blikje cola,no sorry lame joke okay let's be serious can of coke,use can as no sorry lame joke okay let's be serious can of coke,use can as no sorry lame joke okay let's be serious can of coke,0,0
21386,CES201802,1640,can,neerzetten,neerzetten,put down,use can as put down,use can as put down,2,4
20499,CES201802,1516,can,het neerzetten ter versiering,neerzetten ter versiering,place for decoration,use can as place for decoration,use can for place for decoration,2,4
23502,CES201802,1902,can,nep microphoon,nep microfoon,fake microphone,use can as fake microphone,use can as fake microphone,3,4
18689.1,CES201802,1299,can,neptelefoon maken,nep telefoon,fake phone,use can as fake phone,use can as fake phone,3,4
20172,CES201802,1477,can,nep-telefoon,nep telefoon,fake phone,use can as fake phone,use can as fake phone,3,4
22989.7,CES201802,1843,can, neptelefoon,nep telefoon,fake phone,use can as fake phone,use can as fake phone,3,4
19233,CES201802,1362,can,Nep telefoongesprek,nep telefoongesprek,fake phone call,use can as fake phone call,use can as fake phone call,3,4
19507,CES201802,1402,can,neusring,neusring,nose ring,use can as nose ring,use can as nose ring,3,3
18639,CES201802,1290,can,niet vers,niet vers,not fresh,use can as not fresh,use can as not fresh,1,5
23071,CES201802,1852,can,nieuw blikje van maken ,nieuw blikje,new can,use can as new can,use can as new can,2,4
20624,CES201802,1529,can,nieuw product,nieuw product,new product,use can as new product,use can as new product,2,4
21022,CES201802,1588,can,nieuw soort bal ,nieuw soort bal,new kind of ball,use can as new kind of ball,use can as new kind of ball,2,4
21030,CES201802,1589,can,nieuwe balvorm,nieuwe bal vorm,new ball shape,use can as new ball shape,use can as new ball shape,2,4
22130,CES201802,1737,can,niks,niks,nothing,use can as nothing,use can as nothing,0,0
21221,CES201802,1621,can,ninja ster,ninja ster,ninja star,use can as ninja star,use can as ninja star,4,4
23033,CES201802,1848,can,ninjaster,ninja ster,ninja star,use can as ninja star,use can as ninja star,4,4
19196,CES201802,1357,can,als object in de kamer ,object kamer,object room,use can as object room,use can as object room,2,3
22369,CES201802,1766,can,in je ogen,ogen,eyes,use can as eyes,use can as eyes,0,0
22673,CES201802,1807,can,ogen,ogen,eyes,use can as eyes,use can as eyes,0,0
22846,CES201802,1827,can,ogenblik,ogenblik,moment,use can as moment,use can as moment,0,0
22726,CES201802,1813,can,Olijfolie,olijfolie,olive oil,use can as olive oil,use can as olive oil,1,5
22256,CES201802,1754,can,ombouwen,ombouwen,convert,use can as convert,use can as convert,2,3
22255,CES201802,1754,can,ombuigen,ombuigen,bend,use can as bend,use can as bend,2,3
19392,CES201802,1385,can,omgooien,omgooien,knock over,use can as knock over,use can as knock over,2,4
22721,CES201802,1811,can,Omgooien,omgooien,knock over,use can as knock over,use can as knock over,2,4
19017,CES201802,1334,can,omsmelten,omsmelten,melt down,use can as melt down,use can as melt down,2,4
20628,CES201802,1529,can,omsmelten,omsmelten,melt down,use can as melt down,use can as melt down,2,4
22585,CES201802,1793,can,omsmelten,omsmelten,melt down,use can as melt down,use can as melt down,2,4
21391,CES201802,1640,can,omver stoten,omver stoten,knock over,use can as knock over,use can as knock over,2,4
22917,CES201802,1835,can,omverwerpen,omverwerpen,overthrow,use can as overthrow,use can as overthrow,2,4
20387,CES201802,1505,can,on the way,on the way,on the way,use can as on the way,use can as on the way,0,0
19693,CES201802,1426,can,je kan het onder een ongelijke stoel/tafel zetten,onder ongelijke stoel tafel zetten,put table under uneven chair,use can as put table under uneven chair,use can as put table under uneven chair,3,4
19114,CES201802,1345,can,onder een scheve kastzetten,onder scheve kastzetten,under crooked cupboards,use can as under crooked cupboards,use can as under crooked cupboards,3,4
22053,CES201802,1728,can,onder je schoenzool doen zodat ie zo irritant blijft hangen,onder schoenzool zodat ie irritant blijft hangen,under sole of shoe so that it sticks annoyingly,use can as under sole of shoe so that it sticks annoyingly,use can as under sole of shoe so that it sticks annoyingly,3,2
21883,CES201802,1703,can,onder je voeten binden als schoenen,onder voeten binden schoenen,under feet tie shoes,use can as under feet tie shoes,use can to under feet tie shoes,3,3
22670,CES201802,1805,can,onderdeel van iets anders,onderdeel anders,part different,use can as part different,use can as part different,2,3
19602.5,CES201802,1414,can, onderdeel m,onderdeel m,part m,use can as part m,use can as part m,0,0
19603,CES201802,1414,can,onderdeel muur,onderdeel muur,part wall,use can as part wall,use can as part wall,3,3
22392,CES201802,1770,can,je kan er iets mee ondersteunen,ondersteunen,support,use can as support,use can as support,2,4
20072,CES201802,1466,can,Het ondersteunen van een tafel waarvan de poten ongelijk zijn,ondersteunen tafel waarvan poten ongelijk,supporting table whose legs are uneven,use can as supporting table whose legs are uneven,use can as supporting table whose legs are uneven,2,4
18944,CES201802,1328,can,als ondersteuning van iets,ondersteuning,support,use can as support,use can as support,2,4
